,id,year,venue,team_A,team_B,Runs_in_Powerplay,Wickets_lost_in_Powerplay,Runs_in_middle_overs,Wickets_lost_in_middle_overs,Runs_in_Death_overs,Wickets_lost_in_death_overs,Total_Score_A,Total_Wicket_A,toss_winner,toss_decision,city,winner
1230,430884B,2009,"Vidarbha Cricket Association Stadium, Jamtha",India,Sri Lanka,77,1,75,6,34,2,186,9,India,field,Nagpur,Sri Lanka
1231,963699A,2016,JSCA International Stadium Complex,India,Sri Lanka,70,0,75,3,51,3,196,6,Sri Lanka,field,Ranchi,India
1231,963699B,2016,JSCA International Stadium Complex,Sri Lanka,India,37,3,78,2,12,3,127,8,Sri Lanka,field,Ranchi,India
1232,1098211A,2017,"Sabina Park, Kingston",India,West Indies,66,2,87,1,37,3,190,6,West Indies,field,Jamaica,West Indies
1232,1098211B,2017,"Sabina Park, Kingston",West Indies,India,66,0,98,1,30,0,194,1,West Indies,field,Jamaica,West Indies
1233,1336032A,2022,Dubai International Cricket Stadium,Bangladesh,United Arab Emirates,48,0,83,2,38,1,169,3,United Arab Emirates,field,Dubai,Bangladesh
1233,1336032B,2022,Dubai International Cricket Stadium,United Arab Emirates,Bangladesh,28,1,76,2,33,1,137,4,United Arab Emirates,field,Dubai,Bangladesh
1234,848839A,2015,Kingsmead,New Zealand,South Africa,56,0,71,4,24,3,151,7,South Africa,field,Durban,South Africa
1234,848839B,2015,Kingsmead,South Africa,New Zealand,40,1,96,1,16,2,152,4,South Africa,field,Durban,South Africa
1235,1040487A,2017,Greater Noida Sports Complex Ground,Afghanistan,Ireland,39,2,91,3,54,3,184,8,Afghanistan,bat,Greater Noida,Afghanistan
1235,1040487B,2017,Greater Noida Sports Complex Ground,Ireland,Afghanistan,64,2,29,6,0,0,93,8,Afghanistan,bat,Greater Noida,Afghanistan
1236,1282742A,2021,"Desert Springs Cricket Ground, Almeria",Jersey,Denmark,15,2,45,4,34,3,94,9,Denmark,field,Almeria,Jersey
1236,1282742B,2021,"Desert Springs Cricket Ground, Almeria",Denmark,Jersey,30,1,43,5,16,3,89,9,Denmark,field,Almeria,Jersey
1237,1273750A,2021,Sharjah Cricket Stadium,South Africa,England,40,1,99,1,50,0,189,2,England,field,Sharjah,South Africa
1237,1273750B,2021,Sharjah Cricket Stadium,England,South Africa,59,2,85,1,35,5,179,8,England,field,Sharjah,South Africa
1238,951367A,2016,Feroz Shah Kotla,Sri Lanka,South Africa,47,2,52,4,21,3,120,9,South Africa,field,Delhi,South Africa
1238,951367B,2016,Feroz Shah Kotla,South Africa,Sri Lanka,34,1,65,0,23,0,122,1,South Africa,field,Delhi,South Africa
1239,1144150A,2018,Senwes Park,Zimbabwe,South Africa,34,2,67,3,31,2,132,7,Zimbabwe,bat,Potchefstroom,South Africa
1239,1144150B,2018,Senwes Park,South Africa,Zimbabwe,51,1,84,3,0,0,135,4,Zimbabwe,bat,Potchefstroom,South Africa
1240,951373A,2016,Eden Gardens,England,West Indies,33,3,84,4,38,2,155,9,West Indies,field,Kolkata,West Indies
1240,951373B,2016,Eden Gardens,West Indies,England,37,2,74,3,50,0,161,5,West Indies,field,Kolkata,West Indies
1241,661695A,2014,Eden Park,New Zealand,West Indies,55,1,84,4,50,0,189,5,New Zealand,bat,Auckland,New Zealand
1241,661695B,2014,Eden Park,West Indies,New Zealand,39,2,51,6,18,0,108,8,New Zealand,bat,Auckland,New Zealand
1242,1273744A,2021,"Zayed Cricket Stadium, Abu Dhabi",India,Afghanistan,53,0,92,1,65,1,210,2,Afghanistan,field,Abu Dhabi,India
1242,1273744B,2021,"Zayed Cricket Stadium, Abu Dhabi",Afghanistan,India,47,2,51,2,46,2,144,6,Afghanistan,field,Abu Dhabi,India
1243,287871A,2007,New Wanderers Stadium,Sri Lanka,Bangladesh,39,2,64,2,44,0,147,4,Bangladesh,field,Johannesburg,Sri Lanka
1243,287871B,2007,New Wanderers Stadium,Bangladesh,Sri Lanka,31,2,52,7,0,0,83,9,Bangladesh,field,Johannesburg,Sri Lanka
1244,958419A,2016,Sheikh Abu Naser Stadium,Zimbabwe,Bangladesh,59,1,82,2,46,2,187,5,Zimbabwe,bat,Khulna,Zimbabwe
1244,958419B,2016,Sheikh Abu Naser Stadium,Bangladesh,Zimbabwe,54,1,59,5,43,0,156,6,Zimbabwe,bat,Khulna,Zimbabwe
1245,1284496A,2021,"West End Park International Cricket Stadium, Doha",Bahrain,Saudi Arabia,54,0,93,3,32,6,179,9,Saudi Arabia,field,Doha,Bahrain
1245,1284496B,2021,"West End Park International Cricket Stadium, Doha",Saudi Arabia,Bahrain,39,3,75,3,47,0,161,6,Saudi Arabia,field,Doha,Bahrain
1246,287865A,2007,New Wanderers Stadium,New Zealand,India,48,1,89,2,53,5,190,8,India,field,Johannesburg,New Zealand
1246,287865B,2007,New Wanderers Stadium,India,New Zealand,76,1,69,4,35,4,180,9,India,field,Johannesburg,New Zealand
1247,1303314A,2022,"Civil Service Cricket Club, Stormont, Belfast",Ireland,New Zealand,42,1,66,4,66,1,174,6,Ireland,bat,Belfast,New Zealand
1247,1303314B,2022,"Civil Service Cricket Club, Stormont, Belfast",New Zealand,Ireland,53,2,88,1,39,1,180,4,Ireland,bat,Belfast,New Zealand
1248,546443A,2012,ICC Global Cricket Academy,Afghanistan,Canada,48,0,75,3,51,5,174,8,Afghanistan,bat,Dubai,Afghanistan
1248,546443B,2012,ICC Global Cricket Academy,Canada,Afghanistan,54,3,66,3,13,1,133,7,Afghanistan,bat,Dubai,Afghanistan
1249,1223952A,2020,Manuka Oval,India,Australia,42,1,62,4,57,2,161,7,Australia,field,Canberra,India
1249,1223952B,2020,Manuka Oval,Australia,India,53,0,63,3,34,2,150,5,Australia,field,Canberra,India
1250,1299570A,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Canada,Oman,40,2,74,2,41,1,155,5,Oman,field,Al Amarat,Oman
1250,1299570B,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Canada,36,1,92,0,31,0,159,1,Oman,field,Al Amarat,Oman
1251,1327507A,2022,"Barsapara Cricket Stadium, Guwahati",India,South Africa,57,0,114,1,66,1,237,2,South Africa,field,Guwahati,India
1251,1327507B,2022,"Barsapara Cricket Stadium, Guwahati",South Africa,India,45,2,111,1,65,0,221,3,South Africa,field,Guwahati,India
1252,1199523A,2019,Sheikh Zayed Stadium,Canada,Ireland,35,1,93,1,28,3,156,5,Canada,bat,Abu Dhabi,Canada
1252,1199523B,2019,Sheikh Zayed Stadium,Ireland,Canada,52,3,56,4,38,0,146,7,Canada,bat,Abu Dhabi,Canada
1253,1327275A,2022,Sharjah Cricket Stadium,Afghanistan,Sri Lanka,49,1,96,1,30,4,175,6,Sri Lanka,field,Sharjah,Sri Lanka
1253,1327275B,2022,Sharjah Cricket Stadium,Sri Lanka,Afghanistan,57,0,88,4,34,2,179,6,Sri Lanka,field,Sharjah,Sri Lanka
1254,1199537A,2019,Tolerance Oval,Nigeria,Hong Kong,30,2,31,4,20,2,81,8,Nigeria,bat,Abu Dhabi,Hong Kong
1254,1199537B,2019,Tolerance Oval,Hong Kong,Nigeria,70,4,12,1,0,0,82,5,Nigeria,bat,Abu Dhabi,Hong Kong
1255,1275269A,2021,"Moara Vlasiei Cricket Ground, Ilfov County",Luxembourg,Bulgaria,43,1,93,1,51,2,187,4,Bulgaria,field,Ilfov County,Luxembourg
1255,1275269B,2021,"Moara Vlasiei Cricket Ground, Ilfov County",Bulgaria,Luxembourg,49,3,57,5,19,2,125,10,Bulgaria,field,Ilfov County,Luxembourg
1256,1197526A,2019,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Ireland,Nepal,47,1,69,4,29,2,145,7,Ireland,bat,Al Amarat,Ireland
1256,1197526B,2019,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,Ireland,45,1,59,4,28,5,132,10,Ireland,bat,Al Amarat,Ireland
1257,291356A,2008,Melbourne Cricket Ground,India,Australia,30,4,33,5,11,1,74,10,India,bat,,Australia
1257,291356B,2008,Melbourne Cricket Ground,Australia,India,44,0,31,1,0,0,75,1,India,bat,,Australia
1258,1263153A,2021,"National Cricket Stadium, St George's, Grenada",South Africa,West Indies,51,2,89,1,27,5,167,8,West Indies,field,St George's,South Africa
1258,1263153B,2021,"National Cricket Stadium, St George's, Grenada",West Indies,South Africa,48,0,76,5,42,1,166,6,West Indies,field,St George's,South Africa
1259,1275043A,2021,Entebbe Cricket Oval,Nigeria,Uganda,42,2,50,4,31,0,123,6,Nigeria,bat,Entebbe,Uganda
1259,1275043B,2021,Entebbe Cricket Oval,Uganda,Nigeria,30,0,88,1,6,1,124,2,Nigeria,bat,Entebbe,Uganda
1260,914217A,2016,Bay Oval,New Zealand,Sri Lanka,62,0,73,2,47,2,182,4,Sri Lanka,field,Mount Maunganui,New Zealand
1260,914217B,2016,Bay Oval,Sri Lanka,New Zealand,56,4,92,2,31,3,179,9,Sri Lanka,field,Mount Maunganui,New Zealand
1261,1233980A,2021,McLean Park,New Zealand,Bangladesh,55,2,88,3,30,0,173,5,Bangladesh,field,Napier,New Zealand
1261,1233980B,2021,McLean Park,Bangladesh,New Zealand,56,1,86,6,0,0,142,7,Bangladesh,field,Napier,New Zealand
1262,1286685A,2021,"Sir Vivian Richards Stadium, North Sound, Antigua",Argentina,Canada,45,1,56,5,8,2,109,8,Argentina,bat,North Sound,Canada
1262,1286685B,2021,"Sir Vivian Richards Stadium, North Sound, Antigua",Canada,Argentina,78,1,37,0,0,0,115,1,Argentina,bat,North Sound,Canada
1263,1310181A,2022,Marsa Sports Club,Bulgaria,Romania,33,3,68,1,30,1,131,5,Bulgaria,bat,Marsa,Romania
1263,1310181B,2022,Marsa Sports Club,Romania,Bulgaria,64,1,68,1,0,0,132,2,Bulgaria,bat,Marsa,Romania
1264,1310180A,2022,Marsa Sports Club,Romania,Czech Republic,69,0,94,2,30,2,193,4,Romania,bat,Marsa,Romania
1264,1310180B,2022,Marsa Sports Club,Czech Republic,Romania,55,1,85,4,27,3,167,8,Romania,bat,Marsa,Romania
1265,1140069A,2018,National Stadium,Pakistan,West Indies,56,0,89,2,58,2,203,4,West Indies,field,Karachi,Pakistan
1265,1140069B,2018,National Stadium,West Indies,Pakistan,24,4,36,5,0,0,60,9,West Indies,field,Karachi,Pakistan
1266,1286684A,2021,"Coolidge Cricket Ground, Antigua",Panama,Bahamas,30,2,68,3,41,3,139,8,Bahamas,field,Coolidge,Panama
1266,1286684B,2021,"Coolidge Cricket Ground, Antigua",Bahamas,Panama,53,2,52,5,8,3,113,10,Bahamas,field,Coolidge,Panama
1267,1233981A,2021,Eden Park,New Zealand,Bangladesh,90,1,51,3,0,0,141,4,Bangladesh,field,Auckland,New Zealand
1267,1233981B,2021,Eden Park,Bangladesh,New Zealand,53,6,23,4,0,0,76,10,Bangladesh,field,Auckland,New Zealand
1268,1267308A,2021,"National Sports Academy, Sofia",Romania,Serbia,84,1,84,7,23,2,191,10,Romania,bat,Sofia,Romania
1268,1267308B,2021,"National Sports Academy, Sofia",Serbia,Romania,48,4,51,5,1,1,100,10,Romania,bat,Sofia,Romania
1269,366708A,2008,Seddon Park,New Zealand,West Indies,56,0,104,4,31,5,191,9,New Zealand,bat,Hamilton,New Zealand
1269,366708B,2008,Seddon Park,West Indies,New Zealand,49,1,72,4,34,2,155,7,New Zealand,bat,Hamilton,New Zealand
1270,1275042A,2021,Entebbe Cricket Oval,Kenya,Nigeria,42,1,89,1,31,3,162,5,Kenya,bat,Entebbe,Kenya
1270,1275042B,2021,Entebbe Cricket Oval,Nigeria,Kenya,24,2,42,5,35,0,101,7,Kenya,bat,Entebbe,Kenya
1271,1263152A,2021,"National Cricket Stadium, St George's, Grenada",South Africa,West Indies,69,0,76,3,21,2,166,5,West Indies,field,St George's,South Africa
1271,1263152B,2021,"National Cricket Stadium, St George's, Grenada",West Indies,South Africa,53,2,51,4,46,2,150,8,West Indies,field,St George's,South Africa
1272,423782A,2010,Seddon Park,Bangladesh,New Zealand,39,2,32,5,7,2,78,9,Bangladesh,bat,Hamilton,New Zealand
1272,423782B,2010,Seddon Park,New Zealand,Bangladesh,49,0,30,0,0,0,79,0,Bangladesh,bat,Hamilton,New Zealand
1273,291343A,2007,Western Australia Cricket Association Ground,Australia,New Zealand,48,1,92,2,46,3,186,6,Australia,bat,Perth,Australia
1273,291343B,2007,Western Australia Cricket Association Ground,New Zealand,Australia,29,2,75,6,28,2,132,10,Australia,bat,Perth,Australia
1274,452153A,2010,Harare Sports Club,Zimbabwe,India,51,2,36,1,24,3,111,6,India,field,,India
1274,452153B,2010,Harare Sports Club,India,Zimbabwe,41,2,71,2,0,0,112,4,India,field,,India
1275,1197527A,2019,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Netherlands,Oman,43,2,51,6,0,0,94,8,Netherlands,bat,Al Amarat,Oman
1275,1197527B,2019,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Netherlands,42,0,53,3,0,0,95,3,Netherlands,bat,Al Amarat,Oman
1276,531635A,2012,Dubai International Cricket Stadium,Pakistan,England,49,1,60,4,35,1,144,6,England,field,,Pakistan
1276,531635B,2012,Dubai International Cricket Stadium,England,Pakistan,49,1,65,3,22,1,136,5,England,field,,Pakistan
1277,1275268A,2021,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,Czech Republic,64,2,97,3,50,2,211,7,Romania,bat,Ilfov County,Romania
1277,1275268B,2021,"Moara Vlasiei Cricket Ground, Ilfov County",Czech Republic,Romania,53,0,93,4,30,5,176,9,Romania,bat,Ilfov County,Romania
1278,1327274A,2022,Sharjah Cricket Stadium,Pakistan,Hong Kong,40,1,89,0,64,1,193,2,Hong Kong,field,Sharjah,Pakistan
1278,1327274B,2022,Sharjah Cricket Stadium,Hong Kong,Pakistan,25,3,13,5,0,0,38,8,Hong Kong,field,Sharjah,Pakistan
1279,1199536A,2019,Dubai International Cricket Stadium,Papua New Guinea,Kenya,22,5,69,0,27,4,118,9,Kenya,field,Dubai,Papua New Guinea
1279,1199536B,2019,Dubai International Cricket Stadium,Kenya,Papua New Guinea,40,2,24,4,9,3,73,9,Kenya,field,Dubai,Papua New Guinea
1280,1199522A,2019,ICC Academy Ground No 2,Singapore,Kenya,44,2,80,2,33,5,157,9,Singapore,bat,Dubai,Kenya
1280,1199522B,2019,ICC Academy Ground No 2,Kenya,Singapore,50,0,79,1,30,2,159,3,Singapore,bat,Dubai,Kenya
1281,884349A,2016,New Wanderers Stadium,South Africa,Australia,62,1,85,3,57,3,204,7,Australia,field,Johannesburg,Australia
1281,884349B,2016,New Wanderers Stadium,Australia,South Africa,36,3,124,0,45,2,205,5,Australia,field,Johannesburg,Australia
1282,1327506A,2022,"Greenfield International Stadium, Thiruvananthapuram",South Africa,India,30,5,42,1,34,1,106,7,India,field,Thiruvananthapuram,India
1282,1327506B,2022,"Greenfield International Stadium, Thiruvananthapuram",India,South Africa,17,1,84,1,9,0,110,2,India,field,Thiruvananthapuram,India
1283,1273143A,2021,Gahanga International Cricket Stadium. Rwanda,Rwanda,Ghana,37,2,52,2,47,2,136,6,Ghana,field,Kigali City,Rwanda
1283,1273143B,2021,Gahanga International Cricket Stadium. Rwanda,Ghana,Rwanda,38,3,41,5,0,0,79,8,Ghana,field,Kigali City,Rwanda
1284,1299571A,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Nepal,Philippines,41,1,121,0,56,1,218,2,Philippines,field,Al Amarat,Nepal
1284,1299571B,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Philippines,Nepal,24,1,27,4,31,3,82,8,Philippines,field,Al Amarat,Nepal
1285,1223953A,2020,Sydney Cricket Ground,Australia,India,59,1,93,2,42,2,194,5,India,field,Sydney,India
1285,1223953B,2020,Sydney Cricket Ground,India,Australia,60,1,89,2,46,1,195,4,India,field,Sydney,India
1286,1287773A,2021,"National Stadium, Karachi",Pakistan,West Indies,44,2,100,1,56,3,200,6,West Indies,field,Karachi,Pakistan
1286,1287773B,2021,"National Stadium, Karachi",West Indies,Pakistan,46,2,65,3,26,3,137,8,West Indies,field,Karachi,Pakistan
1287,1298135A,2022,"GMHBA Stadium, South Geelong, Victoria",Namibia,Sri Lanka,43,3,63,3,57,1,163,7,Sri Lanka,field,Geelong,Namibia
1287,1298135B,2022,"GMHBA Stadium, South Geelong, Victoria",Sri Lanka,Namibia,38,3,57,6,13,1,108,10,Sri Lanka,field,Geelong,Namibia
1288,546442A,2012,Dubai International Cricket Stadium,Ireland,Scotland,52,3,68,1,39,1,159,5,Ireland,bat,,Ireland
1288,546442B,2012,Dubai International Cricket Stadium,Scotland,Ireland,30,1,80,2,32,2,142,5,Ireland,bat,,Ireland
1289,1303315A,2022,"County Ground, Bristol",South Africa,Ireland,47,2,111,2,53,1,211,5,South Africa,bat,Bristol,South Africa
1289,1303315B,2022,"County Ground, Bristol",Ireland,South Africa,67,1,88,2,35,4,190,7,South Africa,bat,Bristol,South Africa
1290,1249208A,2021,"The Rose Bowl, Southampton",England,Sri Lanka,48,0,99,2,33,4,180,6,Sri Lanka,field,Southampton,England
1290,1249208B,2021,"The Rose Bowl, Southampton",Sri Lanka,England,39,3,32,5,20,1,91,9,Sri Lanka,field,Southampton,England
1291,287864A,2007,Newlands,Bangladesh,South Africa,65,3,55,3,24,3,144,9,South Africa,field,Cape Town,South Africa
1291,287864B,2007,Newlands,South Africa,Bangladesh,42,0,81,1,23,1,146,2,South Africa,field,Cape Town,South Africa
1292,1284497A,2021,"West End Park International Cricket Stadium, Doha",Kuwait,Qatar,32,3,60,3,34,3,126,9,Kuwait,bat,Doha,Qatar
1292,1284497B,2021,"West End Park International Cricket Stadium, Doha",Qatar,Kuwait,79,1,48,6,0,0,127,7,Kuwait,bat,Doha,Qatar
1293,287870A,2007,New Wanderers Stadium,Australia,Pakistan,58,2,80,2,26,3,164,7,Pakistan,field,Johannesburg,Pakistan
1293,287870B,2007,New Wanderers Stadium,Pakistan,Australia,40,3,98,0,27,0,165,3,Pakistan,field,Johannesburg,Pakistan
1294,1273745A,2021,Dubai International Cricket Stadium,Bangladesh,Australia,33,3,40,5,0,0,73,8,Australia,field,Dubai,Australia
1294,1273745B,2021,Dubai International Cricket Stadium,Australia,Bangladesh,67,2,11,0,0,0,78,2,Australia,field,Dubai,Australia
1295,287858A,2007,Newlands,England,Zimbabwe,59,3,100,2,29,4,188,9,England,bat,Cape Town,England
1295,287858B,2007,Newlands,Zimbabwe,England,57,0,50,6,31,1,138,7,England,bat,Cape Town,England
1296,1187668A,2019,McLean Park,England,New Zealand,48,1,117,0,76,1,241,2,New Zealand,field,Napier,England
1296,1187668B,2019,McLean Park,New Zealand,England,61,2,99,6,5,1,165,9,New Zealand,field,Napier,England
1297,1273751A,2021,"Zayed Cricket Stadium, Abu Dhabi",Afghanistan,New Zealand,23,2,73,1,28,4,124,7,Afghanistan,bat,Abu Dhabi,New Zealand
1297,1273751B,2021,"Zayed Cricket Stadium, Abu Dhabi",New Zealand,Afghanistan,45,1,63,1,17,0,125,2,Afghanistan,bat,Abu Dhabi,New Zealand
1298,913633A,2016,The Rose Bowl,Sri Lanka,England,51,1,71,6,18,3,140,10,Sri Lanka,bat,Southampton,England
1298,913633B,2016,The Rose Bowl,England,Sri Lanka,41,2,90,0,13,0,144,2,Sri Lanka,bat,Southampton,England
1299,1282743A,2021,"Desert Springs Cricket Ground, Almeria",Italy,Germany,19,0,55,4,29,1,103,5,Italy,bat,Almeria,Germany
1299,1282743B,2021,"Desert Springs Cricket Ground, Almeria",Germany,Italy,34,2,52,1,18,1,104,4,Italy,bat,Almeria,Germany
1300,875549A,2015,"The Village, Malahide",Hong Kong,Scotland,42,3,43,2,31,4,116,9,Scotland,field,Dublin,Scotland
1300,875549B,2015,"The Village, Malahide",Scotland,Hong Kong,68,2,49,3,0,0,117,5,Scotland,field,Dublin,Scotland
1301,430885A,2009,"Punjab Cricket Association Stadium, Mohali",Sri Lanka,India,73,1,94,3,39,2,206,6,Sri Lanka,bat,Chandigarh,India
1301,430885B,2009,"Punjab Cricket Association Stadium, Mohali",India,Sri Lanka,58,1,124,1,29,2,211,4,Sri Lanka,bat,Chandigarh,India
1302,966737A,2016,Khan Shaheb Osman Ali Stadium,Oman,Afghanistan,39,0,94,2,32,2,165,4,Oman,bat,Fatullah,Afghanistan
1302,966737B,2016,Khan Shaheb Osman Ali Stadium,Afghanistan,Oman,61,3,78,1,29,1,168,5,Oman,bat,Fatullah,Afghanistan
1303,1215165A,2020,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,Kuwait,56,0,85,2,58,2,199,4,Kuwait,field,Al Amarat,United Arab Emirates
1303,1215165B,2020,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Kuwait,United Arab Emirates,37,2,34,5,26,0,97,7,Kuwait,field,Al Amarat,United Arab Emirates
1304,1215159A,2020,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Maldives,Oman,39,1,62,1,28,3,129,5,Oman,field,Al Amarat,Oman
1304,1215159B,2020,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,Maldives,49,0,83,0,0,0,132,0,Oman,field,Al Amarat,Oman
1305,930573A,2015,Sheikh Zayed Stadium,Oman,United Arab Emirates,35,1,69,1,29,5,133,7,United Arab Emirates,field,Abu Dhabi,United Arab Emirates
1305,930573B,2015,Sheikh Zayed Stadium,United Arab Emirates,Oman,35,1,82,1,17,1,134,3,United Arab Emirates,field,Abu Dhabi,United Arab Emirates
1306,966735A,2016,Khan Shaheb Osman Ali Stadium,Oman,Hong Kong,46,1,84,3,50,0,180,4,Oman,bat,Fatullah,Oman
1306,966735B,2016,Khan Shaheb Osman Ali Stadium,Hong Kong,Oman,57,1,75,4,43,2,175,7,Oman,bat,Fatullah,Oman
1307,1142913A,2018,Harare Sports Club,Pakistan,Zimbabwe,42,1,95,3,45,0,182,4,Zimbabwe,field,,Pakistan
1307,1142913B,2018,Harare Sports Club,Zimbabwe,Pakistan,27,1,75,3,6,4,108,8,Zimbabwe,field,,Pakistan
1308,1310948A,2022,Harare Sports Club,Afghanistan,Zimbabwe,51,2,49,4,25,2,125,8,Afghanistan,bat,Harare,Afghanistan
1308,1310948B,2022,Harare Sports Club,Zimbabwe,Afghanistan,40,1,29,6,21,1,90,8,Afghanistan,bat,Harare,Afghanistan
1309,1336031A,2022,Dubai International Cricket Stadium,Bangladesh,United Arab Emirates,42,3,72,2,44,0,158,5,United Arab Emirates,field,Dubai,Bangladesh
1309,1336031B,2022,Dubai International Cricket Stadium,United Arab Emirates,Bangladesh,43,1,73,6,35,3,151,10,United Arab Emirates,field,Dubai,Bangladesh
1310,1187681A,2020,Bay Oval,India,New Zealand,53,1,78,1,32,2,163,4,India,bat,Mount Maunganui,India
1310,1187681B,2020,Bay Oval,New Zealand,India,41,2,88,2,27,4,156,8,India,bat,Mount Maunganui,India
1311,1282741A,2021,"Desert Springs Cricket Ground, Almeria",Jersey,Italy,29,1,70,3,40,1,139,5,Jersey,bat,Almeria,Jersey
1311,1282741B,2021,"Desert Springs Cricket Ground, Almeria",Italy,Jersey,22,1,63,5,13,3,98,9,Jersey,bat,Almeria,Jersey
1312,1213058A,2020,Gaddafi Stadium,Bangladesh,Pakistan,35,0,71,3,35,2,141,5,Bangladesh,bat,Lahore,Pakistan
1312,1213058B,2020,Gaddafi Stadium,Pakistan,Bangladesh,36,2,80,1,26,2,142,5,Bangladesh,bat,Lahore,Pakistan
1313,1273747A,2021,Sharjah Cricket Stadium,New Zealand,Namibia,43,1,53,3,67,0,163,4,Namibia,field,Sharjah,New Zealand
1313,1273747B,2021,Sharjah Cricket Stadium,Namibia,New Zealand,36,0,56,3,19,3,111,6,Namibia,field,Sharjah,New Zealand
1314,1257183A,2021,Harare Sports Club,Pakistan,Zimbabwe,42,1,62,5,45,1,149,7,Zimbabwe,field,Harare,Pakistan
1314,1257183B,2021,Harare Sports Club,Zimbabwe,Pakistan,35,2,67,3,36,1,138,6,Zimbabwe,field,Harare,Pakistan
1315,1273753A,2021,Dubai International Cricket Stadium,Namibia,India,34,2,61,4,37,1,132,7,India,field,Dubai,India
1315,1273753B,2021,Dubai International Cricket Stadium,India,Namibia,54,0,82,1,0,0,136,1,India,field,Dubai,India
1316,1191008A,2019,Sportpark Westvliet,Netherlands,United Arab Emirates,51,1,59,3,40,2,150,6,Netherlands,bat,The Hague,United Arab Emirates
1316,1191008B,2019,Sportpark Westvliet,United Arab Emirates,Netherlands,53,1,70,1,30,0,153,2,Netherlands,bat,The Hague,United Arab Emirates
1317,1284495A,2021,"West End Park International Cricket Stadium, Doha",Maldives,Kuwait,43,4,46,3,14,2,103,9,Kuwait,field,Doha,Kuwait
1317,1284495B,2021,"West End Park International Cricket Stadium, Doha",Kuwait,Maldives,55,2,52,3,0,0,107,5,Kuwait,field,Doha,Kuwait
1318,287866A,2007,Newlands,Bangladesh,Australia,31,0,72,3,20,4,123,7,Australia,field,Cape Town,Australia
1318,287866B,2007,Newlands,Australia,Bangladesh,62,0,62,1,0,0,124,1,Australia,field,Cape Town,Australia
1319,287872A,2007,Kingsmead,New Zealand,South Africa,50,0,81,4,22,4,153,8,South Africa,field,Durban,South Africa
1319,287872B,2007,Kingsmead,South Africa,New Zealand,31,2,82,2,45,0,158,4,South Africa,field,Durban,South Africa
1320,1298137A,2022,"Bellerive Oval, Hobart",Scotland,West Indies,54,0,68,4,38,1,160,5,West Indies,field,Hobart,Scotland
1320,1298137B,2022,"Bellerive Oval, Hobart",West Indies,Scotland,53,2,48,6,17,2,118,10,West Indies,field,Hobart,Scotland
1321,1202009A,2019,Kinrara Academy Oval,Malaysia,Vanuatu,38,3,66,4,30,1,134,8,Malaysia,bat,Kuala Lumpur,Malaysia
1321,1202009B,2019,Kinrara Academy Oval,Vanuatu,Malaysia,29,2,74,4,5,2,108,8,Malaysia,bat,Kuala Lumpur,Malaysia
1322,1299573A,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Ireland,Bahrain,45,0,60,3,53,1,158,4,Ireland,bat,Al Amarat,Ireland
1322,1299573B,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Bahrain,Ireland,36,0,51,4,50,1,137,5,Ireland,bat,Al Amarat,Ireland
1323,1307159A,2022,"Civil Service Cricket Club, Stormont, Belfast",Afghanistan,Ireland,47,1,75,4,46,2,168,7,Afghanistan,bat,Belfast,Ireland
1323,1307159B,2022,"Civil Service Cricket Club, Stormont, Belfast",Ireland,Afghanistan,53,0,75,2,43,1,171,3,Afghanistan,bat,Belfast,Ireland
1324,1299567A,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Canada,Philippines,64,0,94,1,58,0,216,1,Philippines,field,Al Amarat,Canada
1324,1299567B,2022,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Philippines,Canada,22,1,52,1,24,1,98,3,Philippines,field,Al Amarat,Canada
1325,1199534A,2019,Dubai International Cricket Stadium,Netherlands,Bermuda,51,0,100,2,55,1,206,3,Netherlands,bat,Dubai,Netherlands
1325,1199534B,2019,Dubai International Cricket Stadium,Bermuda,Netherlands,36,1,67,3,11,3,114,7,Netherlands,bat,Dubai,Netherlands
1326,1327276A,2022,Dubai International Cricket Stadium,India,Pakistan,62,1,78,4,41,2,181,7,Pakistan,field,Dubai,Pakistan
1326,1327276B,2022,Dubai International Cricket Stadium,Pakistan,India,44,1,95,2,43,1,182,4,Pakistan,field,Dubai,Pakistan
